date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,currentInfected,currentSusceptible,currentExposed,countryName,stateName,countyName,intervention,fips,lat,long,lastUpdatedDate
2020-05-29,195,2432,76,69,32,258,0.7475005234000001,0.119078342,362,112067,5338,859385,2300,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-05-30,191,2432,74,69,31,258,0.7384202874,0.1216995803,370,112993,5187,858526,2234,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-05-31,186,2432,72,69,30,258,0.7322280341,0.11771362710000001,377,113891,5040,857692,2170,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-01,182,2432,71,69,29,258,0.7291141853,0.12438602060000001,385,114763,4897,856883,2107,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-02,178,2432,69,69,28,258,0.7292121247000001,0.12435774790000001,392,115610,4757,856098,2045,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-03,174,2432,68,69,27,258,0.732628876,0.1291449194,399,116432,4621,855336,1985,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-04,170,2432,66,69,26,258,0.73986989,0.1270546188,405,117229,4489,854597,1927,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-05,165,2432,64,69,26,258,0.7503368751,0.1298065631,412,118004,4359,853879,1870,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-06,161,2432,62,69,25,258,0.7645936398000001,0.137237995,416,118755,4233,853182,1815,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-07,156,2432,59,69,24,258,0.7824189884,0.1378657628,421,119485,4110,852507,1762,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-08,151,2432,57,69,23,258,0.8035009399,0.1375534303,425,120192,3991,851851,1709,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-09,147,2432,55,69,22,258,0.8272362014,0.1364751532,430,120879,3874,851215,1658,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-10,142,2432,53,69,22,258,0.8531059965000001,0.1521011974,434,121545,3760,850599,1609,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-11,138,2432,51,69,21,258,0.8808551582,0.1614112125,438,122192,3650,850000,1561,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-12,134,2432,49,69,20,258,0.9103380674,0.1817677432,442,122819,3542,849420,1514,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-13,130,2432,47,69,19,258,0.9402234149,0.1904610945,446,123427,3437,848858,1468,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-14,126,2432,45,69,19,258,0.9705650102000001,0.1932492357,449,124016,3336,848313,1424,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-15,122,2432,43,69,18,258,1.0005855773,0.1903565472,453,124588,3236,847784,1381,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-16,119,2432,41,69,17,258,1.0295261174,0.1935491383,456,125142,3140,847272,1340,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-17,115,2432,39,69,17,258,1.0567693445,0.1799111933,460,125679,3046,846775,1299,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-18,112,2432,38,69,16,258,1.0822616885,0.1840991929,463,126200,2954,846293,1260,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-19,108,2432,36,69,15,258,1.1054539237,0.1889511767,466,126706,2866,845826,1221,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-20,105,2432,35,69,15,258,1.1261690595,0.182971232,469,127196,2779,845372,1184,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-21,102,2432,33,69,14,258,1.1444063603,0.1719330741,472,127672,2695,844933,1148,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-22,99,2432,32,69,14,258,1.1596520218,0.161758528,475,128133,2614,844508,1113,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-23,96,2432,31,69,13,258,1.171265993,0.16417936600000002,478,128580,2535,844095,1078,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-24,93,2432,29,69,13,258,1.1793113787,0.1734038686,480,129013,2458,843695,1045,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-25,90,2432,28,69,12,258,1.1835129105,0.1664174881,483,129433,2383,843307,1013,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-26,88,2432,27,69,12,258,1.1838834563,0.17208402350000002,485,129839,2311,842932,982,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-27,85,2432,26,69,11,258,1.1805905609,0.1788081032,488,130233,2240,842568,951,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-28,83,2432,24,69,11,258,1.1737446318,0.1692373473,490,130616,2171,842215,922,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-29,80,2432,23,69,10,258,1.1633812332,0.1606819974,493,130986,2105,841874,893,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-06-30,78,2432,22,69,10,258,1.1494669911,0.1589251904,495,131345,2040,841543,866,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-01,76,2432,21,69,9,258,1.1317248453,0.15827340410000001,497,131692,1977,841222,839,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-02,73,2432,20,69,9,258,1.1109476745,0.15849775400000002,499,132029,1916,840911,813,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-03,71,2432,19,69,8,258,1.0870900139,0.15383786200000002,501,132356,1857,840610,787,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-04,69,2432,18,69,8,258,1.0644700992,0.14304716080000002,503,132672,1800,840318,763,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-05,67,2432,18,69,8,258,1.0411862355000001,0.13244812520000002,505,132978,1744,840036,739,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-06,65,2432,17,69,7,258,1.0171372007,0.1278434782,507,133275,1690,839762,716,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-07,63,2432,16,69,7,258,0.9927645333,0.1312720376,508,133563,1638,839497,693,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-08,62,2432,15,69,6,258,0.9691711743,0.1289385339,510,133841,1587,839240,672,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-09,60,2432,14,69,6,258,0.9461827132,0.1331755918,512,134110,1537,838992,651,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-10,58,2432,14,69,6,258,0.9242435866,0.1443174983,513,134371,1489,838751,630,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-11,57,2432,13,69,5,258,0.9038296987000001,0.15596115330000002,515,134624,1443,838519,610,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-12,55,2432,12,69,5,258,0.8851228659,0.1538596623,516,134869,1398,838293,591,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-13,53,2432,12,69,5,258,0.8676581515,0.1658687545,518,135106,1354,838074,573,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-14,52,2432,11,69,4,258,0.8515646988000001,0.1857170024,519,135336,1312,837863,554,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-15,51,2432,11,69,4,258,0.8366897244,0.1982840997,521,135559,1271,837657,537,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-16,49,2432,10,69,4,258,nan,nan,522,135774,1231,837459,520,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-17,48,2432,9,69,3,258,nan,nan,523,135983,1192,837266,504,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-18,46,2432,9,69,3,258,nan,nan,524,136186,1155,837080,488,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-19,45,2432,8,69,3,258,nan,nan,525,136381,1118,836899,472,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-20,44,2432,8,69,3,258,nan,nan,527,136571,1083,836724,457,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-21,43,2432,7,69,2,258,nan,nan,528,136755,1049,836555,443,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-22,42,2432,7,69,2,258,nan,nan,529,136933,1016,836391,429,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-23,41,2432,6,69,2,258,nan,nan,530,137105,984,836233,415,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-24,39,2432,6,69,2,258,nan,nan,531,137272,953,836079,402,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-25,38,2432,6,69,1,258,nan,nan,532,137433,923,835930,389,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-26,37,2432,5,69,1,258,nan,nan,533,137590,893,835786,377,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-27,36,2432,5,69,1,258,nan,nan,534,137741,865,835647,365,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-28,36,2432,4,69,1,258,nan,nan,535,137888,838,835512,353,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-29,35,2432,4,69,1,258,nan,nan,535,138030,811,835381,342,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-30,34,2432,4,69,0,258,nan,nan,536,138167,785,835255,331,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-07-31,33,2432,3,69,0,258,nan,nan,537,138300,760,835132,321,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-01,32,2432,3,69,0,258,nan,nan,538,138429,736,835014,310,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-02,31,2432,3,69,0,258,nan,nan,539,138554,713,834899,300,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-03,31,2432,2,69,0,258,nan,nan,539,138675,690,834788,291,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-04,30,2432,2,69,0,258,nan,nan,540,138791,668,834680,281,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-05,29,2432,2,69,0,258,nan,nan,541,138904,647,834576,272,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-06,28,2432,2,69,0,258,nan,nan,541,139014,626,834476,264,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-07,28,2432,1,69,0,258,nan,nan,542,139119,606,834378,255,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-08,27,2432,1,69,0,258,nan,nan,543,139222,587,834284,247,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-09,26,2432,1,69,0,258,nan,nan,543,139321,568,834193,239,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-10,26,2432,1,69,0,258,nan,nan,544,139417,550,834104,232,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-11,25,2432,0,69,0,258,nan,nan,544,139510,533,834019,224,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-12,25,2432,0,69,0,258,nan,nan,545,139600,516,833936,217,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-13,24,2432,0,69,0,258,nan,nan,545,139688,499,833855,210,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-14,24,2432,0,69,0,258,nan,nan,546,139772,483,833778,203,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-15,23,2432,0,69,0,258,nan,nan,546,139854,468,833703,197,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-16,23,2432,0,69,0,258,nan,nan,547,139933,453,833630,190,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-17,22,2432,0,69,0,258,nan,nan,547,140009,438,833560,184,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-18,22,2432,0,69,0,258,nan,nan,548,140083,424,833491,178,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-19,21,2432,0,69,0,258,nan,nan,548,140155,410,833425,173,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-20,21,2432,0,69,0,258,nan,nan,549,140224,397,833361,167,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-21,20,2432,0,69,0,258,nan,nan,549,140292,385,833300,162,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-22,20,2432,0,69,0,258,nan,nan,549,140357,372,833240,156,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-23,20,2432,0,69,0,258,nan,nan,550,140420,360,833182,151,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-24,19,2432,0,69,0,258,nan,nan,550,140481,349,833126,147,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-25,19,2432,0,69,0,258,nan,nan,550,140540,338,833072,142,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-26,19,2432,0,69,0,258,nan,nan,551,140597,327,833019,137,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-27,18,2432,0,69,0,258,nan,nan,551,140652,316,832968,133,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-28,18,2432,0,69,0,258,nan,nan,551,140705,306,832919,129,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-29,18,2432,0,69,0,258,nan,nan,552,140757,296,832871,124,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-30,17,2432,0,69,0,258,nan,nan,552,140807,287,832825,120,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-08-31,17,2432,0,69,0,258,nan,nan,552,140856,277,832781,116,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-01,17,2432,0,69,0,258,nan,nan,553,140903,268,832738,113,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-02,16,2432,0,69,0,258,nan,nan,553,140948,260,832696,109,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-03,16,2432,0,69,0,258,nan,nan,553,140992,251,832655,106,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-04,16,2432,0,69,0,258,nan,nan,553,141035,243,832616,102,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-05,16,2432,0,69,0,258,nan,nan,554,141076,235,832578,99,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-06,15,2432,0,69,0,258,nan,nan,554,141116,228,832542,96,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-07,15,2432,0,69,0,258,nan,nan,554,141154,221,832506,92,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-08,15,2432,0,69,0,258,nan,nan,554,141191,213,832472,89,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-09,15,2432,0,69,0,258,nan,nan,554,141227,207,832439,87,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-10,14,2432,0,69,0,258,nan,nan,555,141262,200,832407,84,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-11,14,2432,0,69,0,258,nan,nan,555,141296,193,832376,81,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-12,14,2432,0,69,0,258,nan,nan,555,141329,187,832346,78,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-13,14,2432,0,69,0,258,nan,nan,555,141360,181,832317,76,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-14,14,2432,0,69,0,258,nan,nan,555,141391,175,832289,73,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-15,13,2432,0,69,0,258,nan,nan,556,141421,170,832261,71,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-16,13,2432,0,69,0,258,nan,nan,556,141449,164,832235,69,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-17,13,2432,0,69,0,258,nan,nan,556,141477,159,832209,66,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-18,13,2432,0,69,0,258,nan,nan,556,141504,154,832185,64,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-19,13,2432,0,69,0,258,nan,nan,556,141530,149,832161,62,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-20,13,2432,0,69,0,258,nan,nan,556,141555,144,832138,60,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-21,13,2432,0,69,0,258,nan,nan,556,141579,139,832115,58,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-22,12,2432,0,69,0,258,nan,nan,557,141603,135,832094,56,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-23,12,2432,0,69,0,258,nan,nan,557,141626,130,832073,55,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-24,12,2432,0,69,0,258,nan,nan,557,141648,126,832052,53,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-25,12,2432,0,69,0,258,nan,nan,557,141669,122,832033,51,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-26,12,2432,0,69,0,258,nan,nan,557,141690,118,832014,49,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-27,12,2432,0,69,0,258,nan,nan,557,141710,114,831995,48,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-28,12,2432,0,69,0,258,nan,nan,557,141729,111,831978,46,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-29,11,2432,0,69,0,258,nan,nan,557,141748,107,831960,45,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-09-30,11,2432,0,69,0,258,nan,nan,558,141766,103,831944,43,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-01,11,2432,0,69,0,258,nan,nan,558,141784,100,831928,42,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-02,11,2432,0,69,0,258,nan,nan,558,141801,97,831912,40,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-03,11,2432,0,69,0,258,nan,nan,558,141817,94,831897,39,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-04,11,2432,0,69,0,258,nan,nan,558,141833,91,831882,38,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-05,11,2432,0,69,0,258,nan,nan,558,141848,88,831868,37,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-06,11,2432,0,69,0,258,nan,nan,558,141863,85,831854,35,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-07,11,2432,0,69,0,258,nan,nan,558,141878,82,831841,34,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-08,11,2432,0,69,0,258,nan,nan,558,141891,79,831828,33,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-09,11,2432,0,69,0,258,nan,nan,558,141905,77,831816,32,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-10,10,2432,0,69,0,258,nan,nan,558,141918,74,831804,31,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-11,10,2432,0,69,0,258,nan,nan,559,141931,72,831792,30,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-12,10,2432,0,69,0,258,nan,nan,559,141943,70,831781,29,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-13,10,2432,0,69,0,258,nan,nan,559,141955,67,831770,28,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-10-14,10,2432,0,69,0,258,nan,nan,559,141966,65,831760,27,US,Delaware,,STRONG_INTERVENTION,10,,,2020-07-16
2020-03-03,4621,52565,1574,971,1574,6130,2.0610777471,0.8599407823,2066,7,18,21477694,21,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-04,4621,52565,1574,971,1574,6130,2.0884916268,0.7769715419000001,2066,17,23,21477678,26,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-05,4621,52565,1574,971,1574,6130,2.115033481,0.6538395147,2066,29,30,21477658,34,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-06,4621,52565,1574,971,1574,6130,2.1412358102,0.6462755538,2066,46,39,21477632,44,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-07,4621,52565,1574,971,1574,6130,2.1662487477,0.5870934165,2066,66,51,21477599,57,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-08,4621,52565,1574,971,1574,6130,2.1891173698,0.5631713058,2066,93,65,21477556,73,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-09,4622,52565,1574,971,1574,6130,2.2087613422,0.5575005795,2066,127,84,21477500,94,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-10,4622,52565,1574,971,1574,6130,2.2247641743,0.49514593290000003,2067,171,108,21477430,121,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-11,4622,52565,1574,971,1574,6130,2.2364072003,0.4340498538,2067,227,139,21477338,156,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-12,4622,52565,1574,971,1574,6130,2.2430403682,0.4090410124,2067,300,180,21477221,201,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-13,4623,52565,1575,971,1574,6130,2.2441322291,0.35099079240000003,2067,393,231,21477070,259,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-14,4623,52565,1575,971,1574,6130,2.2393094462,0.2831009776,2067,513,298,21476875,333,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-15,4624,52565,1575,971,1575,6130,2.2328161217,0.227240412,2067,668,383,21476625,428,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-16,4625,52565,1575,971,1575,6130,2.2163958382,0.2204335342,2067,867,493,21476303,551,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-17,4626,52565,1576,971,1575,6130,2.1914225653,0.18722817830000002,2067,1123,634,21475889,709,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-18,4628,52565,1576,971,1575,6130,2.1614781731,0.1843253743,2067,1452,816,21475357,913,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-19,4630,52565,1577,971,1576,6130,2.1245484717,0.1718920501,2067,1875,1050,21474672,1174,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-20,4632,52565,1578,971,1576,6130,2.0827332883,0.1493220377,2068,2420,1350,21473791,1510,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-21,4636,52565,1579,971,1577,6130,2.0357094189,0.12248214060000001,2068,3121,1737,21472657,1943,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-22,4640,52565,1580,971,1578,6130,1.9834335201000002,0.10870537920000001,2069,4022,2235,21471199,2500,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-23,4645,52565,1582,971,1579,6130,1.9287553532000001,0.10139559570000001,2069,5182,2875,21469324,3216,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-24,4653,52565,1584,971,1580,6130,1.8718504203,0.1,2070,6672,3697,21466929,4120,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-25,4662,52565,1587,971,1582,6130,1.8125974403,0.1,2071,8557,4725,21464017,5147,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-26,4673,52565,1590,971,1584,6130,1.7524428796,0.1,2072,10887,5966,21460536,6299,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-27,4687,52565,1595,971,1587,6130,1.6923409294,0.1,2074,13709,7425,21456448,7565,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-28,4704,52565,1600,971,1590,6130,1.6324453938999999,0.1,2076,17067,9098,21451739,8915,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-29,4725,52565,1607,971,1594,6130,1.5722073036,0.1,2079,20985,10968,21446431,10305,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-30,4749,52565,1615,971,1599,6130,1.5131454077000002,0.1,2082,25470,13007,21440570,11682,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-03-31,4776,52565,1623,971,1604,6130,1.4551158576,0.1,2086,30489,15149,21434282,12951,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-01,4807,52565,1633,971,1610,6130,1.3987158863,0.1,2090,35997,17343,21427669,14055,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-02,4840,52565,1644,971,1617,6130,1.3450488709,0.1,2096,41906,19489,21420930,14886,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-03,4876,52565,1656,971,1624,6130,1.2945143947,0.1,2103,48087,21486,21414272,15362,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-04,4913,52565,1668,971,1632,6130,1.2468145461,0.1,2111,54381,23216,21407923,15418,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-05,4950,52565,1680,971,1639,6130,1.2022859337,0.1,2119,60601,24557,21402115,15006,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-06,4986,52565,1691,971,1647,6130,1.1608970913,0.1,2129,66558,25407,21397053,14111,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-07,5019,52565,1702,971,1653,6130,1.1228683187,0.1,2140,72054,25681,21392782,12885,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-08,5048,52565,1712,971,1660,6130,1.0880471823,0.1,2152,77112,25504,21388617,11993,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-09,5072,52565,1721,971,1665,6130,1.0567967745,0.1,2164,81866,25087,21384501,11355,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-10,5092,52565,1728,971,1670,6130,1.0286874207,0.1,2178,86396,24549,21380463,10862,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-11,5107,52565,1733,971,1673,6130,1.0037468053,0.1,2191,90741,23940,21376516,10464,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-12,5119,52565,1738,971,1676,6130,0.9818431727,0.1,2206,94937,23309,21372669,10116,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-13,5127,52565,1741,971,1679,6130,0.962694138,0.1,2220,98996,22672,21368923,9802,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
2020-04-14,5132,52565,1743,971,1680,6130,0.946126498,0.1,2235,102932,22040,21365280,9509,US,Florida,,STRONG_INTERVENTION,12,,,2020-07-16
